"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone"
"pavlovia-init","pavlovia","0","1311","0.0-0.0","89933","","","","","","","","","","","",""
"browser-check","browser-check","1","1819","0.0-1.0","89933","","1512","857","true","chrome","134.0.0","false","Mac OS","true","119.52","true","true"
