"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1167","0.0-0.0","613a12013df4824a86f7e852","UNSAVED-STUDY","0chwckgz68c6","14"
