"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1283","0.0-0.0","613a12013df4824a86f7e852","625e209c10a247530e1c6964","0vwo6464bfnl","10"
