"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1265","0.0-0.0","55f5f57f32af740012171ce6","626166b218b78fee4e9d8d4d","6261721e0853eda5a5b6d730","1"
