"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","882","0.0-0.0","{{%PROLIFIC_PID%}}","{{%STUDY_ID%}}","{{%SESSION_ID%}}","8"
