"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","10819","0.0-0.0","5bf5aa89d944c300012634cc","626166b218b78fee4e9d8d4c","6261882eddb0504703677775","8"
