"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1371","0.0-0.0","5fd7782dee03dc08d3f3f491","65553732575bb29198a888d7","6556586dd6ea503cf8c1bd10","7"
