"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1604","0.0-0.0","5e9cef3a035d9021d21b24dd","625e209c10a247530e1c6964","625ee5e2a819609d935ee3a5","13"
