"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","2258","0.0-0.0","5f6a545fdca6c40ffe5fd6fa","625e209c10a247530e1c6964","625eed985df691e29d644cbc","6"
