"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1022","0.0-0.0","5dbd597b2d098c2ac14806b2","626166b218b78fee4e9d8d4c","626183af48ff15b8a9b40d55","9"
