"","subject_id","task","trial_type","trial_index","time_elapsed","internal_node_id","study_id","session_id","group","rt","stimulus","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","accuracy","size","culture","loct","number","document.id","ambiguous","objects","invisible","chaos","complex","passedChecks","zipcode","age","gender","gender-self-describe","ethnicity","ethnicity-self-describe","outsideUS","outsideUS_years","surveyComments"
"38","5cf5134c8f8ff80019e76721","svTrial","survey",47,759888,"0.0-2.0-45.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"16020","Akita_large_sch_3_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",2,"sch",3,38,1,2,3,2,2,1,"","","man","","caucasian","","No","",""
"39","5cf5134c8f8ff80019e76721","svTrial","survey",48,772133,"0.0-2.0-46.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"12233","Hokkaido_middle_sch_5_2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"pos",5,39,3,3,3,2,2,1,"","","man","","caucasian","","No","",""
"40","5cf5134c8f8ff80019e76721","svTrial","survey",49,782291,"0.0-2.0-47.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"10133","Hokkaido_large_sch_6_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"pos",6,40,3,4,4,2,3,1,"","","man","","caucasian","","No","",""
"41","5cf5134c8f8ff80019e76721","svTrial","survey",50,795333,"0.0-2.0-48.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"13029","Okinawa_large_pos_4_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",1,"sch",4,41,3,4,4,3,4,1,"","","man","","caucasian","","No","",""
"42","5cf5134c8f8ff80019e76721","svTrial","survey",51,807796,"0.0-2.0-49.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"12452","Okinawa_large_sch_9_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"sch",9,42,4,4,5,3,NA,1,"","","man","","caucasian","","No","",""
"43","5cf5134c8f8ff80019e76721","svTrial","survey",52,823453,"0.0-2.0-50.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"15645","Tokyo_large_pos_5_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",1,"pos",5,43,3,3,3,3,4,1,"","","man","","caucasian","","No","",""
"44","5cf5134c8f8ff80019e76721","svTrial","survey",53,833529,"0.0-2.0-51.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"10065","Toyama_large_pos_3_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"pos",3,44,2,2,4,2,2,1,"","","man","","caucasian","","No","",""
"45","5cf5134c8f8ff80019e76721","svTrial","survey",54,844716,"0.0-2.0-52.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"11161","Toyama_middle_pos_5_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",5,45,1,3,3,2,2,1,"","","man","","caucasian","","No","",""
"46","5cf5134c8f8ff80019e76721","svTrial","survey",55,855481,"0.0-2.0-53.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"10752","Ishikawa_large_sch_1_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"sch",1,46,4,2,3,2,2,1,"","","man","","caucasian","","No","",""
"47","5cf5134c8f8ff80019e76721","svTrial","survey",56,863817,"0.0-2.0-54.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"8323","Niigata_middle_sch_5_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",2,"pos",5,47,3,4,4,3,3,1,"","","man","","caucasian","","No","",""
"48","5cf5134c8f8ff80019e76721","svTrial","survey",57,873499,"0.0-2.0-55.0","65553732575bb29198a888d7","65565c80e83352713e56b2f7",2,"9671","Kanagawa_small_pos_3_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",1,"sch",3,48,3,3,4,3,4,1,"","","man","","caucasian","","No","",""
