"","subject_id","task","trial_type","trial_index","time_elapsed","internal_node_id","study_id","session_id","group","rt","stimulus","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","accuracy","size","culture","loct","number","document.id","ambiguous","objects","invisible","chaos","complex","passedChecks","zipcode","age","gender","gender-self-describe","ethnicity","ethnicity-self-describe","outsideUS","outsideUS_years","surveyComments"
"16","6286588610e848e43598e9d0","svTrial","survey",23,368891,"0.0-2.0-21.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"15825","Ishikawa_large_sch_1_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"sch",1,16,4,2,1,2,2,1,"","","man","","caucasian","","No","",""
"17","6286588610e848e43598e9d0","svTrial","survey",24,383567,"0.0-2.0-22.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"14662","Kanagawa_small_pos_3_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",1,"sch",3,17,4,3,1,4,4,1,"","","man","","caucasian","","No","",""
"18","6286588610e848e43598e9d0","svTrial","survey",25,399972,"0.0-2.0-23.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"16392","Niigata_middle_sch_5_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",2,"pos",5,18,2,3,1,1,2,1,"","","man","","caucasian","","No","",""
"19","6286588610e848e43598e9d0","svTrial","survey",26,410603,"0.0-2.0-24.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"10616","Toyama_large_sch_1_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"sch",1,19,4,1,1,2,1,1,"","","man","","caucasian","","No","",""
"20","6286588610e848e43598e9d0","svTrial","survey",27,422541,"0.0-2.0-25.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11922","Toyama_large_pos_3_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"pos",3,20,3,1,1,2,2,1,"","","man","","caucasian","","No","",""
"21","6286588610e848e43598e9d0","svTrial","survey",28,431803,"0.0-2.0-26.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"9248","Toyama_large_sch_5_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",5,21,5,1,1,1,1,1,"","","man","","caucasian","","No","",""
"22","6286588610e848e43598e9d0","svTrial","survey",29,446437,"0.0-2.0-27.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"14621","Okinawa_large_pos_4_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",1,"sch",4,22,3,3,1,4,3,1,"","","man","","caucasian","","No","",""
"23","6286588610e848e43598e9d0","svTrial","survey",30,456612,"0.0-2.0-28.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"10158","Hokkaido_large_pos_12_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",1,"sch",12,23,2,2,1,2,2,1,"","","man","","caucasian","","No","",""
"24","6286588610e848e43598e9d0","svTrial","survey",31,465915,"0.0-2.0-29.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"9287","Akita_large_pos_8_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"pos",8,24,4,3,1,3,3,1,"","","man","","caucasian","","No","",""
"25","6286588610e848e43598e9d0","svTrial","survey",33,484086,"0.0-2.0-31.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11521","Kanagawa_small_pos_2_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"sch",2,25,4,4,1,4,4,1,"","","man","","caucasian","","No","",""
