name,culture,size,location_type,number,degree
Niigata_large_sch_2_0.jpg,2,3,sch,2,0
Niigata_large_sch_2_1.jpg,2,3,sch,2,1
Niigata_large_sch_2_2.jpg,2,3,sch,2,2
Niigata_large_sch_2_3.jpg,2,3,sch,2,3
Niigata_large_sch_3_0.jpg,2,3,sch,3,0
Niigata_large_sch_3_1.jpg,2,3,sch,3,1
Niigata_large_sch_3_2.jpg,2,3,sch,3,2
Niigata_large_sch_3_3.jpg,2,3,sch,3,3
Niigata_large_sch_4_0.jpg,2,3,sch,4,0
Niigata_large_sch_4_1.jpg,2,3,sch,4,1
Niigata_large_sch_4_2.jpg,2,3,sch,4,2
Niigata_large_sch_4_3.jpg,2,3,sch,4,3
Niigata_large_sch_5_0.jpg,2,3,sch,5,0
Niigata_large_sch_5_1.jpg,2,3,sch,5,1
Niigata_large_sch_5_2.jpg,2,3,sch,5,2
Niigata_large_sch_5_3.jpg,2,3,sch,5,3
Niigata_large_sch_6_0.jpg,2,3,sch,6,0
Niigata_large_sch_6_1.jpg,2,3,sch,6,1
Niigata_large_sch_6_2.jpg,2,3,sch,6,2
Niigata_large_sch_6_3.jpg,2,3,sch,6,3
Niigata_large_sch_7_0.jpg,2,3,sch,7,0
Niigata_large_sch_7_1.jpg,2,3,sch,7,1
Niigata_large_sch_7_2.jpg,2,3,sch,7,2
Niigata_large_sch_7_3.jpg,2,3,sch,7,3
Niigata_large_sch_8_0.jpg,2,3,sch,8,0
Niigata_large_sch_8_1.jpg,2,3,sch,8,1
Niigata_large_sch_8_2.jpg,2,3,sch,8,2
Niigata_large_sch_8_3.jpg,2,3,sch,8,3
Niigata_large_sch_9_0.jpg,2,3,sch,9,0
Niigata_large_sch_9_1.jpg,2,3,sch,9,1
Niigata_large_sch_9_2.jpg,2,3,sch,9,2
Niigata_large_sch_9_3.jpg,2,3,sch,9,3
