"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1095","0.0-0.0","63254db937c17e8e9200fd54","65553732575bb29198a888d7","65566dc54b0751069c9b7586","8"
