"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","1509","0.0-0.0","6287922ffac7245513199fe4","65553732575bb29198a888d7","65565c5b33524abafc3acbe5","4"
