"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group"
"pavlovia-init","pavlovia","0","928","0.0-0.0","613a12013df4824a86f7e852","65553732575bb29198a888d7","0vdbr4buqai","3"
